TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,sha256
,163,bimpe-the-runzgirl,bimpe the runzgirl,Be careful with Bimpe because she cac be sensitive.,Female,hair: purple dreadlock; eyes: none; teeth: none; clothing: one arm ankara; expression: mischievious; accessories: eye glasses; strength: humanitarian; weakness: opposite sex,eaa7662f-6926-468a-9add-e791916ae42b,80f09bd30f219679e6f0a93d787e03bd233fa241e291e770c41a6bac5a675818
,164,sola-the-queen,sola the queen,Sola is a princess as she's got the mind of a queen.,Female,hair: brown long hair; eyes: none; teeth: none; clothing: blouse top; expression: cool; accessories: eye glasses; strength: Strong character; weakness: beauty,d5f23ad3-832a-4d3e-814e-e23f466d18a4,ec9d047f8520b897decfdc1a23afea10a324472594f9d0c6cf1cad3e70c79bab
,165,temi-afro-girl,temi afro girl,Temi is know for her funny haircut and this time afro is up.,Female,hair: orange full hair; eyes: none; teeth: none; clothing: ankara; expression: cool; accessories: eye glasses; strength: loving; weakness: sheepish,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,0bd4633d64c1da2e93acdac3fb02cca770a5d7959c465264b9eb8f31bb2b23c5
,166,jonny-the-bravo,jonny the bravo,Jonny is friendly to all and everybody sees him as kind agile Jonny.,Male,hair: orange pink; eyes: closed; teeth: candy in mouth; clothing: igbo attire; expression: relaxed; accessories: candy in mouth; strength: helping people; weakness: hastly rash,2b345988-b4b0-453b-ad39-efe1321bc8f1,808b3ce20c34231eed89ec68a62f22bef4875feb9cc1c843806b63ec7106803b
,167,tunde-the-bigman,tunde the bigman,Tunde is the big man on the street and flamboyant life style is his identity.,Male,hair: none; eyes: closed; teeth: white with one tooth missing; clothing: agbada; expression: resting; accessories: head wear; strength: money; weakness: monkey,56db423e-8b09-453e-b5fc-61f4da9d7a6f,0fbb77acfb3a70884b81c411f254f173995c14036500eec575d1eb6b00973cb1
,168,joe-the-plain,joe the plain,Plain and simple and no one in town is more gentle that broda Joe.,Male,hair: none; eyes: watery blue eye; teeth: tongue out; clothing: agbada; expression: happy; accessories: face cap; strength: handling situation; weakness: overthinking,7a3083bd-5aa2-48b5-a30b-4445cc060f57,a2b55a4f95a8b89472985a2a4c70013be65a31500bcd9d5931e2d46726f65892
,169,wale-sharp-guy,wale sharp guy,Wale no de carry last because he thinks and act fast.,Male,hair: none; eyes: closed; teeth: white with a tooth missing; clothing: agbada; expression: fearful; accessories: blue head scaf; strength: smart; weakness: too forward,44906ea0-901b-4b3d-802f-f73acc8758f6,9183ebeef8e053d6c551cce6ca6ba05594aed89401f247fc5ea4a47b051fe117
,170,dele-the-snoozer,dele the snoozer,If sleeping were to be a job then Dele will be the world busiest man.,Male,hair: low cut; eyes: closed; teeth: gapped teeth; clothing: agbada; expression: snoozing; accessories: none; strength: loving; weakness: sleep,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,ae8d6ff03cbd8621624e13902a347260b0ac4b65268080d1804346efa0a9f201
,171,father -of -tolu,father of tolu,Baba Tolu is a proud father. He will sell his soul just to see Tolu excel in life.,Male,hair: none; eyes: black iris; teeth: long front tooth; clothing: ankara; expression: fearfully; accessories: head cap; strength: fatherly; weakness: women,a2651258-ca3f-4940-b095-3a61ff630263,51dc949513d639e99cde14a90d62c44a402d245e55c1a69b66f286f780e210cf
,172,emeka-the-chief,emeka the chief,Chief Emeka is the pillar of the community. Just and fair to all. The real mazi.,Male,hair: none; eyes: black iris; teeth: full white teeth; clothing: wrapper wrapped around body; expression: smiling; accessories: head cap; strength: leadership; weakness: anger,de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,12ca9efc510f74df7c286926d27f4c0072d8c1d9e15f6bb4a0223ab27c6fbeb9
,173,lawal-the-drooler,lawal the drooler,Lawal has only one business which is just to sleep and sleep. it's only normal for him to drool anytime.,Male,hair: none; eyes: teary grey iris; teeth: gapped teeth; clothing: agbada; expression: sleepy; accessories: head wear; strength: rich; weakness: alcoholism,806b640f-1c8b-4cc0-aa10-45f3ddc00140,61df27949c0b2b3148ae54eb97485ef798b304621b4f1392bc732214564c9655
,174,solo-the-messenger,solo the messenger,"Solo is a multitasker if you need anything done in your home, Solo is your guy.",Male,hair: none; eyes: black eye; teeth: stained tooth; clothing: simple top; expression: relax; accessories: cap; strength: multitasking; weakness: women,44906ea0-901b-4b3d-802f-f73acc8758f6,4d7f22124a95ea2ce9845698d076af24d860931b2bf32652fab4460550423af6
,175,femi-the-honorable,femi the honorable,Honorable Femi is the modern day politician but everything he does is only to further his political career.,Male,hair: none; eyes: blue iris; skin color: brown; teeth: one missing tooth; clothing: aso oke; expression: happy; accessories: abetiaja cap; strength: public speaking; weakness: money,af53bf52-b517-4347-adc6-07cf30c19025,480f0004771e692e4b7d5c96ec9a40c20c48ab3dc915a33945d89acb52d94661
,176,friday-the-bigsboy,friday the bigsboy,Friday always live up to his name. Every Friday is for the party.,Male,hair: orange afro; eyes: black iris; skin color: brown; teeth: none; clothing: aso oke; expression: unconcerned; accessories: cigrette in mouth; strength: money in pocket; weakness: sense of responsibility,05ec3aae-7da8-4125-93fb-6fc544e5bc61,14fcc367cf9af1b7dfe818f9c6ada16f02c06b0e90908754be50bf73d8decc03
,177,kweku-the-planter,kweku the planter,Kweku says he did it but he dey plant until he was bursted.,Male,hair: none; eyes: closed; teeth: none; clothing: aso oke; expression: smiling; accessories: head wear; strength: industrious; weakness: criminally minded,af53bf52-b517-4347-adc6-07cf30c19025,9aa2eb8d2bc391bfb2134d73dc27eb63dc8d32cc4418e93a810945ee32dba077
,178,2pac-the-remix,2pac the remix,2pac is alive in him because his style is exactly the same.,Male,hair: none; eyes: blue iris; teeth: gapped teeth; clothing: Igbo clothing; expression: surprised; accessories: face cap; strength: hardworking; weakness:fear,9993e5ec-2f31-485c-9c6d-f780c078ae56,16756e562544dd6c7bd34c19aade8281c95a12952517d128bcc87fc38616afe8
,179,tope-the-influencer,tope the influencer,Tope is a famous influencer and she is loved by his followers which keep growing everyday.,Female,hair: none; eyes: black iris; teeth: none; clothing: agbada; expression: tired; accessories: tied head scaf; strength: Influencing people; weakness: talk too much,3b3e1f66-922b-4f87-8cdb-0d09fc143182,cf9d349931f14b8f86723c146aed10cbe796ca15391667bd90d791433bece87f
,180,gabby-the-evangelist,gabby the evangelist,Evangelist Gabby is blending gospel with comedy.,Male,hair: pink hair; eyes: black iris; teeth: none; clothing: agbada; expression: happily surprised; accessories: none; strength: make people happy; weakness:misleading,ac721b71-cbc5-425c-851f-ee826973f0b9,253159ea6d3e84301b02ccb334c3c68e399c485c071dbea937adb80ad83e5c6b
TEAM CRANKSHAFT,181,beauty-of-town,beauty of town,She is the most beautiful in the neighbourhood,Female,hair:pitch; eyes: blue  teeth: none  clothing: top accessories: bow-tie  expression: strengths: powerful; weakness: sentimental,7241a1be-59da-11ed-9b6a-0242ac120002,02a0e46476dac6e22c77f7c3f15517e406e020c9fd633d091151120fe86748e3
,182,lola-babe,lola babe,Looking hot as always,Female,hair:brown; eyes: blue  teeth: none  clothing: aso-oke  accessories: none  expression: happy;strengths: calculative; weakness: misleading,7241a664-59da-11ed-9b6a-0242ac120002,21735d5312ba686f1d5b0239cc56d6280bf4752e50c96a012641e215846db7e9
,183,cardy_h-sharp-babe,cardy h sharp babe,Cardy is the sharpest amongst her friends,Female,hair: two brown bun; eyes: blue  teeth: none  clothing: yoruba-clothing(aso-oke)  accessories: none  expression: strengths: free spirit;lack of fear;confidence: weakness;:misleading;influencing people ,7241a7c2-59da-11ed-9b6a-0242ac120002,69d17f75364ac0daeb6f9ecf1c5dae7f4b50a88127538bd7c240aed503bd4fb8
,184,bella-the-baller,bella the baller,Baller for Life,Female,hair: brown; eyes: blue  teeth: none  clothing: igbo-clothing accessories: none  expression: determined strengths: adaptation; weakness: fluency,7241ad26-59da-11ed-9b6a-0242ac120002,90d32bb203174d9d26dd42dac0889a811eb2d07b650ebdbdc0fcb614b86df10f
,185,milly-of-roses,milly of roses,Her lips so red like a rose,Female,hair: beige; eyes: blue  teeth: none  clothing: black-top  accessories: none  expression:strengths: cool headed; weakness: pressure,7241af92-59da-11ed-9b6a-0242ac120002,028658fef72e12661a06fa8d2af27f966212e33720f7df0e5ab3d10909d6bee9
,186,preciousjada-the-viper,preciousjada the viper,Her words stings likes a viper,Female,hair: ginger afro; eyes: blue  teeth: white teeth  clothing: aso-oke   expression: strong-willed  strengths: confidence; weakness: endurance,7241b12c-59da-11ed-9b6a-0242ac120002,1b01252b820707c1a36cb146ed4ffcefa089a0ec1720852e2988c36ec71f9406
,187,lolly-of-ny,lolly of ny,Most popular in NY,Female,hair: purple braids; eyes: black  teeth: none  clothing: black and blue top  accessories: none expression: calculative strength: strong willed; weakness: relationship,7241b2ee-59da-11ed-9b6a-0242ac120002,8ba363d75dff7bd77fa48b041a68de539901ed7bdd7e00592a3645c5e40965ce
,188,disy-the-dancer,disy the dancer,Dances her way into any show,Female,hair: black hair tied with scalf; eyes: black  teeth: none  clothing: one-arm top  accessories: none  expression: bad girl vibes  strength: cleaniness; weakness: perfectionist,7241b4c4-59da-11ed-9b6a-0242ac120002,654f7b8edfaca488d218d54dd7999b5c06514be69165279f04c5faa04aca30a5
,189,jenny-the-great,jenny the great,The greatest of our time,Female,hair: black tied with scalf; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: badass weakness: cancer,7241b852-59da-11ed-9b6a-0242ac120002,7a024787a9aee13884dc42930c20f347ceeb4e325fd596b55505a7ed1fc6f21a
,190,lolly-the-pop,lolly the pop,Seeing lolly makes me pop,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: peaceful weakness: anger,7241ba00-59da-11ed-9b6a-0242ac120002,f4a115b7280fbf9e560639931ac53e14ec75cf0123f59ff613df8d2960d55bdd
,191,disy-the-queen,disy the queen,The queen in her own space,Female,hair: one bun dark brown; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: beauty; weakness: lover girl,7241bda2-59da-11ed-9b6a-0242ac120002,9cb3f8f7b798f3048b37c7febc2b4d37b2c8a130c0f24162f9ec14a6ccad1041
,192,jennyp-of-lagos,jennyp of lagos,A well known celebrity in Lagos,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: super powerful; weakness: sleeping,7241bf1e-59da-11ed-9b6a-0242ac120002,b24c5239e90a053e1e7d929e4768013895c29a5730356c7ba57df48d0d76f6e7
,193,jada-of-life,jada of life,Her business signature,Female,hair: male; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: calm weakness: sun,7241c202-59da-11ed-9b6a-0242ac120002,43721b572b40bb7d6d3d76b86ab74fc44cedcfba2419294824485a566c528c7f
,194,sandy-the-rapper,sandy the rapper,She just loves to rap,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: clean weakness: foodie,7241c342-59da-11ed-9b6a-0242ac120002,b58c13f9a5b63163de79d368ef7c62f52408f8bd9991302b8e9aeb3f46203cfb
,195,dahila-the-genius,dahila the genius,The genius in the family,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: activist; weakness: irrational,7241c4fa-59da-11ed-9b6a-0242ac120002,cfdcaa3a63d3a845693a294cb0daddeb5ed69df5a9e150fd8f31e265094cb432
,196,rosemary-of-yaba,rosemary of yaba,She has a cloth store in Yaba,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: mind games; weakness: insomia,7241c61c-59da-11ed-9b6a-0242ac120002,5011239e466b2160f449c23a5a381bcaad06b267cc98fc871b3777b05f8e675f
,197,jennifer-of -island,jennifer of island,She goes on vacation to the island,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong ; weakness: lateness,7241ca18-59da-11ed-9b6a-0242ac120002,65029359ec50254fc72bb9ed1cf191652139b2c9be3495c6ab9389684362eefb
,198,opeyemi-of-lekki,opeyemi of lekki,Opeyemi lives in lekki,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: conversationist; weakness: traditionalist,7241c8e2-59da-11ed-9b6a-0242ac120002,4466d03a70198242061810166734f2c3a7f1b5f34bf3f849489a21b50decc7a3
,199,vicky-the-artist,vicky the artist,Brings life into what she draws,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong willed; weakness: crying,7241cb3a-59da-11ed-9b6a-0242ac120002,f6a33449bf5cc093d81bf85210c0324d00e08a08b1e40339f5232b21689582cb
,200,afrogirl-sailor,afrogirl sailor,She loves to sail the ocean,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: height;  weakness: pride,7241cc66-59da-11ed-9b6a-0242ac120002,4d0ba04c427320065b0dc4898d81dae6b9a6958d90d6d1ca80fd5be3dfb76510
TEAM GEAR,201,ahmed-the-merchant,ahmed the merchant,A rich merchant that sells in babylon.,Male,hair: none; eyes: closed; teeth: none; clothing: one-hand; accessories: none; expression: smiling; strength: business; weakness: alcohol;,9996ecb6-4d92-4b51-bc50-d962f68f1ecc,9f7a1c665af9569a7ebcee7c185069d73c248f3f212492e1dc2b3a5f7204d8db
,202,blind-tonia,blind tonia,A girl that lost one of her eyes in a street fight.,Female,hair: brown; eyes: one; teeth: none; clothing: blouse; accessories: none; expression: none; strength: smiling; weakness: none;,4a5f4c6d-d0dd-4b71-b095-86ef11910962,238119182350c7304efe4597ef2d8e236c3e670cef5435a1b2a7aa54376d0335
,203,buffy-the-vampire,buffy the vampire,A vampire diary protagonist that got bitten by a vampire in real life.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;,bd329fd7-dd90-4180-a7a7-03e2d41535cb,d7b28a90ca32a097de4a73a019ef22e43ede48170060bb0caddebd45878ad53b
,204,caro-lipstick,caro lipstick,"A girl that puts on lipstick always, even to bed.",Female,hair: brown; eyes: glasses; teeth: none; clothing: blouse; accessories: none; expression: sazzy; strength: none; weakness: none;,a34d7a7b-d8f6-46fb-9abc-6d6d7293fffb,a76514f626d97de0e00ebbf533655ccce5efc087d6df168d61c77dfcedb0be92
,205,charity-the-maid,charity the maid,A maid that works for the fun of it.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none;,22286b60-5f7b-4df3-8cb1-187d02fb83d0,32c9f9a90c9b0a1e447bdf47c678cb5319edd4f8a537a1605dc59a89aedc6acb
,206,charity-with-fakehair,charity with fakehair,A girl with a bald hair but always wears wig to cover her head.,Female,hair: orange; eyes: glasses; teeth: none; clothing: blouse; accessories: normal; expression: none; strength: none; weakness: barbing-saloon;,efc0f7f5-d90b-46cc-be0b-6fcaa23a5422,d0cfc4f1783a548f64721344ceee731bff0bc9a195127d4a62bde0965f18db54
,207,daniel-the-hustler,daniel the hustler,A boy that lives in the streets of Lagos hustling everyday to make ends meet.,Male,hair: none; eyes: black; teeth: none; clothing: shirt; accessories: gang; expression: smiling; strength: hustling; weakness: alcohol;,355be0ea-e500-41e1-add4-ce868759bb72,501973ef7ebe73ee62b9aa2572e3bc706878acaba7c6748a4ad6240f8ce2276e
,208,grandma-nanny,grandma nanny,A grandmother that does nothing but sleeps all day.,Female,hair: white; eyes: blue; teeth: none; clothing: blouse; accessories: fashion; expression: smiling; strength: design; weakness: none;,ec8fe198-5c45-42a6-a909-4cfbcbbf6519,24adb16ec50a7edb04c4c73e40614fdb4dc7d09edd80f46081b4f78390ab826f
,209,granpa-willy,granpa willy,A grandfather that drinks beer and reads newspaper all day.,Male,hair: white; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smiling; strength: reading; weakness: drinking;,facf7001-d028-4e00-bffc-ed1f7c005ecc,289e2e7fbddadb73118d80615048e2fe1fb75fb248e8b2e0add8e76a5b834d93
,210,joshua-gang-leader,joshua gang leader,A boy born to ritualist parents and now runs his own gang.,Male,hair: brown; eyes: black; teeth: gold; clothing: shirt; accessories: ponk; expression: suspicion; strength: none; weakness: none;,cc3c5c06-df96-4a0d-a09f-3359c21191f6,398cc8a02a3af0f1ebed8a694298c53f810fe29195b7a805d05020b1bfea17c9
,211,karashika-queen,karashika queen,A woman of the underworld that influences rich men into giving up their money.,Female,hair: white; eyes: glasses; teeth: none; clothing: blouse; accessories: fashion; expression: none; strength: design; weakness: boys;,6e697e86-def8-4fb4-96c9-0f43ab9beea6,b0bc8baf25fbf24eb7f7bcbffd3df4b632f981ec1590ad88d23a2471ead95da1
,212,king-of-baldmen,king of baldmek,A man that was born bald and has never seen a hair on his head.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smirk; strength: deceit; weakness: none;,5142f00b-10b5-47a5-ab8a-8ae71b255b04,168f37e10a018b4b3331c12277db141ad05312d53af8175054ccfdaee2efc455
,213,musa-masked-mouth,musa masked mouth,Musa uses a tape to cover his mouth to prevent him from talking too much.,Male,hair: cap; eyes: closed; teeth: none; clothing: shirt; accessories: fashion; expression: none; strength: dressing; weakness: none;,9a5e7e95-6552-4a92-ab18-2154678943c2,e2eb182db9ed00393dc4e2aaa4512d90db86a0170242de2fa060efded80908ac
,214,queen-of-smokers,queen of smokers,A chronic smoker looking for a spouse that will join her to die of smoking.,Female,hair: brown; eyes: glasses; teeth: smoke; clothing: blouse; accessories: none; expression: none; strength: none; weakness: smoking;,eb32dfc0-29ee-49db-8833-37a41a6d6d65,a794b4bf0b1f670cc75676fea5a4623ae239d505e67e5cf226f355b4c7327686
,215,redlips-man,redlips man,A man that kissed a woman and got his lips burnt.,Male,hair: brown; eyes: blue; teeth: none; clothing: shirt; accessories: none; expression: frown; strength: chewing; weakness: none;,4d649c12-05a5-44a4-b4ef-eb285b291aff,40d7c7073dbfe4ddaf298d6e16416ce4fdf078af0001bcc8c30e3fc4d131a8fc
,216,sleevless-maid,sleevless maid,A girl that nevers wears long cloths and gets herself thrown out of churches for indecent dressing.,Female,hair: white; eyes: blue; teeth: none; clothing: shirt; accessories: tan; expression: none; strength: seduction; weakness: none;,1cec0f65-2ee4-41a9-a30a-1f7aa9ccd112,e79a72e1f1b2765ba6efc7187163c1194ecf5f9c0dcb3e8db4c319ec2a015aba
,217,stephen-bluecap,stephen bluecap,Stephen always wears blue cap even to the church.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smile; strength: kindness; weakness: none;,9b9de982-0f87-47ee-ae95-0b69b48d0cdf,1913fb1d78c376c16ffd26ef9dda61de62e995890126be79afb74fdfef6351c8
,218,tinubu-gateman,tinubu gateman,Tinubu has been a gateman all his life.,Male,hair: cap; eyes: blue; teeth: tongue; clothing: shirt; accessories: fashion; expression: laugh; strength: laughter; weakness: none;,c587932b-0b8c-4f70-8465-425a1f53df64,af7075b391333e426af6332049a032cb95d952f9f714588269d9b487dbd36c9a
,219,vampire-girl,vampire girl,She dresses up as a vampire every haloween.,Female,hair: puff-puff; eyes: blue; teeth: two; clothing: blouse; accessories: none; expression: bite; strength: biting; weakness: none;,3bba4477-d84a-440f-af66-12690ea8b2e4,15e4aa860266d2bd1e1f7af927e138a538579cb18c5d69a65a5cb7355dfd769a
,220,yusuf-the-smoker,yusuf the smoker,A chronic smoker with damaged lungs.,Male,hair: cap; eyes: dark-brown; teeth: smoke; clothing: shirt; accessories: fashion; expression: smile; strength: dressing; weakness: smoking;,2af7b970-e212-4627-b818-13c00c8d3a72,ce34393eb13561d5e4dad66fbe35b1bea31b0ed32f516505063264dade2b3d8e
TEAM TAPE,221,lola-hng-newbie,lola hng newbie,A confused hng participant that cannot understand her project.,Female,hair: brown; eyes: white; teeth: white; clothing: ankara; accessories: none; expression: surprised; strength: none; weakness: confused;,0ddbd22c-b3bb-4c72-9f51-0361480bbfa7,90414afaded1af6edbeef108e718251fc550f79c368d7c8329c207cf1171af65
,222,nene-caroline,nene caroline,A housewife that loves taking care of her family.,Female,hair: brown; eyes: white; teeth: none; clothing:ankara; accessories: none; expression: calm; strength: loving; weakness: novice;,4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e,47dcc0bc8330d3ff9d1cb66369e0f10f921cb842eb6bce3b4b5e0296eceeb038
,223,wazo-partystopper,wazo partystopper,A Nigerian aunty that loves to attend owambe parties.,Female,hair: black; eyes: white; teeth: none; clothing: aso oke;  accessories: none; expression: proud; strength: energetic; weakness: none;,77237cce-bae0-4d60-adad-27055f0eed39,0ae234291ec3129c8215b6c793196cbcf36ea407228c8dc9d71cffa2e9a9d609
,224,melanin-janet,melanin janet,A young lady with a soft personality.,Female,hair: brownish pink; eyes: white; teeth: none; clothing: english-ankara; accessories: none; expression: none; strength: calm; weakness: none;,a5a2854e-a850-4b15-b3c3-176a79b2d34b,5cb77e46cd7ac98ee5cf38fa482d95800c544cbeb8fad5ff58409420d4f04ce8
,225,leo-sugarmummy,leo sugarmummy,A middle age wild yankee returnee.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: leopard skin; accessories: none; expression: wild; strength: none; weakness: none;,7ec03993-f500-4a41-aa3c-a73df7a0fbed,8845123a1b8739a72234e8b55a8323410250161a4ef8bc6035cd8e48b250ef13
,226,novice-joane,novice joane,A princess worried about finding true love.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: worried; strength: diligent; weakness: easily initimidated;,a5d49163-41b1-43fe-ad7f-0c78ef530b1a,43b8e6746ae71947d099c1416929da14422d44c131b3c8605f16b952fb861b7e
,227,goofy-simbi,goofy simbi,An eccentric teenager that loves music.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: indifferent; strength: none; weakness: unconventional behaviour;  ,df7dc588-f99c-4592-84f6-08b40047d9d1,24fa305029a2b4c191a385d62cfec0bd9a9174fe0b7a84e1c1d08076e404b2c9
,228,akwaaba-ghana,akwaaba ghana,A depressed gothic introvert.,Female,hair: purple; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: depressed  strength: none  weakness:weak;  ,d1e8b38b-994b-487c-890b-9034d3ab7dcb,94729873b4c8305f4bed6340a9b3b5ac74d8d97823e8887f75201c59d6af6503
,229,aunty-toyin,aunty toyin,An oversabi family member.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: carefree; strength: audacious; weakness: none;,1326ef4b-224a-497e-9452-e63a4486e387,894799040c3239ae44dc39f4fcf4d956b5e754543b1785e77247849f78d537ad
,230,pretty-hauwa,pretty hauwa,A young bride involved in an early marriage.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: self-sufficient; strength: diligent; weakness: uncritical;,7c771f82-a512-403c-91b9-6736318a8796,94b8b5d9f28027a573ec07ae8b3337b260ad821398cda78add86b2a06bc67afb
,231,chimamanda-enugu,chimamanda enugu,A young lady born during the war.,Female,hair: brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: none; strength: none; weakness: none;,eaad5c98-3f85-4480-9c4e-b73340cfba4f,aa3bcc8c276fc59be0be3741668c838cef9783eb48e3304da98ccbfd13bf362e
,232,kente-solape,kente solape,A respectful and diligent princess.,Female,hair: black; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: blanch; strength: bold; weakness: none;,613ce65c-4b16-43f8-a0d9-b5ea8c5f2195,f92c43679d71faf088429600de45be0fdfe74d6d869c634a7d5473b1f9b34acc
,233,vamp-karishika,vamp karishika,Queen of the darkness.,Female,hair: brown; eyes: black; teeth: white; clothing: gele; accessories: none; expression: shocked; strength: tough; weakness: bossy;,c4ee8a54-0874-4a7f-8344-dea8ba41f5dc,6035e776a7db9a556993fa64d14ae9f1279c107224422fef4a118f07af0f28db
,234,genz-monique,genz monique,A sassy lady with her own vibe.,Female,hair: pinkish-brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: despiteful; strength: none; weakness: none;,b5328f13-b918-4e76-8d4c-8b4aec5eb5fe,be3de1a41b439aeb6083eea3ec3336b419de2eba991261def38ceea6130568cc
,235,femi-boltz,femi boltz,A driver hustling his way through life.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,03e8d36d-5bdc-4da4-8f64-c1738eb9d1db,696ec23b116d3abf840ac467bd8687fe5f7efae96a41beddc217459b4799473f
,236,agba-tech,agba tech,A tech bro that loves to party but has bad communication skill.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,403f28a0-6aa7-4f80-997f-b0982c169baa,7aecbb27c4f30bd2c85d576f09b62e19327e67a8ef72f09e98bb04ba1bf6a9ca
,237,brian-richkid,brian richkid,A trust fund baby that does not know how to manage money.,Male,hair: black; eyes: blue; teeth: none ; clothing: ankara; accessories: none; expression: proud ; strength: smart; weakness: none;,9d945d79-dd2d-4755-b9c7-bff837be8557,c70c459ff917415314d45ddcda3da521e010e72945e67058f814fe24bf8e2a8e
,238,nandi-zulu,nandi zulu,A fierce African Queen.,Female,hair: pumpkin; eyes: brown; teeth: none; clothing: animal skin; accessories: none; expression: energetic; strength: smart; weakness: none;,09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39,9fdfaa3e03590386f16b3f98c56d9cea9d1c27ecfdfc45089a0fe613692353e8
,239,ade-demon,ade demon,A Lekki playboy that makes money from crypto.,Male,hair: none; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,0be2d50b-3e57-4e39-a199-b211d2be860c,c6ca5ea078f52fbc47d9988d290fc5a64a29536abd2df8e0cc49b55e7482b91f
,240,karim-rapper,karim rapper,A young and proud Lagos rapper.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none;,169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3,418442c2c928c093ff2c3aab4506c001884576df7ad96f93039bee94a5541366
TEAM AXLE,241,bobo-alinco,bobo alinco,Alinco always in the mood for play.,Male,hair: orange; eyes: black; teeth: rabbit front teeth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: good listener; weakness: mostly unserious and plays roughly a lot;,17e90692-26ec-4ac5-8613-d87d00278d37,9bb906251f7b03b8ece7c2a499c6085bd34d350048eec35b97a0d0c20f747bb1
,242,chi-lastborn,chi lastborn,"Baby of the house, the lastborn of an average Nigerian family.",Female,hair: black; eyes: blue bold eyes; teeth: none; clothing: animal print gown; accessories: none; expression: teary; strength: truthful; weakness: cannot keep a secret;,187b9001-81a7-421b-aeea-ba64f930f6c3,8d19f8ad9a67540c4adffe811bf8cf0f1797d2506477597060861d6540c49b64
,243,uju-robo-robo,uju robo robo,An aso-oke business woman at Balogun market.,Female,hair: black; eyes: black and grey; teeth: missing two front tooth; clothing: grey and mixed color patterned ankara; accessories: ankara beret; expression: astonished; strength: business acumen; weakness: hot tempered;,8b98de66-9a2b-4229-b0d9-297b2906f548,ed405fe37d69fdef1189fa54573eeefe9334d78cc4fc1bc0fd4227b301441a52
,244,yetunde-anifowose,yetunde anifowose,Old money lady who was in UK before UK was UK.,Female,hair: brown; eyes: brown; teeth: none; clothing: blue ankara; accessories: tobacco pipe; expression: serious; strength: wealthy; weakness: condescending;,5646daa8-2619-46a5-ac93-9a49f862729a,54b957564c90a79fc5f3a2124d209d4ebfb0b3c29a4c6f14a39fba20cfef6049
,245,dumebi-jjc,dumebi jjc,Innocent 100 level girl wey never spoil.,Female,hair: orange hair in two side buns; eyes: black; teeth: none; clothing: ankara blouse; accessories: none; expression: innocent; strength: curiousity; weakness: gullible;,ed0148f9-491b-44e5-9b3b-07d3e8a48efe,f02072e8dcefc3f3667e1fa7a6610d13c3454b651980b982b9aa41516f34b378
